code,name,secondary_name,state,begin_date,end_date,campaign,result,latitude,longitude,coord_source,summary
VA102,McDowell,Sitlingon's Hill,VA,5/8/1862,5/8/1862,Jackson's Valley Campaign,Confederate Victory,38.3247,-79.4754,Wikidata Q855913,"From Staunton, Maj. Gen. T.J. Jackson marched his army west along the Parkersburg Road to confront two brigades of Fr’mont’s force (Milroy and Schenck), advancing toward the Shenandoah Valley from western Virginia. At McDowell on May 8, Milroy seized the initiative and assaulted the Confederate position on Sitlington’s Hill. The Federals were repulsed after severe fighting, lasting four hours. Afterwards, Milroy and Schenck withdrew into western Virginia, freeing up Jackson’s army to march against the other Union columns threatening the Valley."
VA103,Front Royal,"Guard Hill, Cedarville",VA,5/23/1862,5/23/1862,Jackson's Valley Campaign,Confederate Victory,38.936,-78.1923,Wikidata Q2125491,"On May 23, Confederate forces, spearheaded by the Louisiana ’Tigers’ and the 1st Maryland, surprised and overran the pickets of a 1,000-man Union garrison under Col. Kenly at Front Royal. Driven through the town, the Federals made a stand on Camp Hill and again at Guard Hill after attempting to fire the river bridges. Outnumbered and outflanked, Kenly continued the retreat to Cedarville, where two cavalry charges led by Maj. Flournoy broke the roadblock and routed the Union force. Nearly 900 Federals surrendered. Jackson’s victory at Front Royal forced the Union army under Banks at Strasburg i"
VA104,Winchester I,Bowers Hill,VA,5/25/1862,5/25/1862,Jackson's Valley Campaign,Confederate Victory,39.18473,-78.16708,Wikidata Q765215,"After skirmishing with Maj. Gen. Nathaniel P. Banks’s retreating army at Middletown and Newtown on May 24, Maj. Gen. T.J. Jackson’s division continued north on the Valley Pike toward Winchester. There, Banks was attempting to reorganize his army to defend the town. Ewell’s division converged on Winchester from the southeast using the Front Royal Pike. On May 25, Ewell attacked Camp Hill, while the Louisiana Brigade of Jackson’s division outflanked and overran the Union position on Bowers Hill. Panic spread through the Federal ranks, and many fled through Winchester. Banks’s army was soundly de"
VA105,Cross Keys,,VA,6/8/1862,6/8/1862,Jackson's Valley Campaign,Confederate Victory,38.3579,-78.8438,Wikidata Q1970207,"Moving up the Shenandoah Valley in pursuit of Jackson’s army, Maj. Gen. John C. Fr’mont’s army encountered Maj. Gen. Richard S. Ewell’s division at Cross Keys on June 8. Brig. Gen. Julius Stahel’s brigade, attacking on the Union left, was stunned by a surprise volley from Trimble’s command and driven back in confusion. After feeling out other parts of the Confederate line, Fr’mont withdrew to the Keezletown Road under protection of his batteries. The next day, Trimble’s and Patton’s brigades held Fr’mont at bay, while the rest of Ewell’s force crossed the river to assist in the defeat of Brig."
VA106,Port Republic,,VA,6/9/1862,6/9/1862,Jackson's Valley Campaign,Confederate Victory,38.3002,-78.7933,Wikidata Q2602211,"Maj. Gen. T.J. Jackson concentrated his forces east of the South Fork of the Shenandoah against the isolated brigades of Tyler and Carroll of Shields’s division, Brig. Gen. Erastus Tyler commanding. Confederate assaults across the bottomland were repulsed with heavy casualties, but a flanking column turned the Union left flank at the Coaling. Union counterattacks failed to reestablish the line, and Tyler was forced to retreat. Confederate forces at Cross Keys marched to join Jackson at Port Republic burning the North River Bridge behind them. Fr’mont’s army arrived too late to assist Tyler and"
VA107,Winchester II,,VA,6/13/1863,6/15/1863,Gettysburg Campaign,Confederate Victory,39.18473,-78.16708,Wikidata Q765215,"After the Battle of Brandy Station, June 9, 1863, Lee ordered the II Corps, Army of Northern Virginia, under Lt. Gen. Richard S. Ewell, to clear the lower Shenandoah Valley of Union opposition. Ewell’s columns converged on Winchester’s garrison commanded by Brig. Gen. Robert Milroy. After fighting on the afternoon of June 13 and the capture of West Fort by the Louisiana Brigade on June 14, Milroy abandoned his entrenchments after dark in an attempt to reach Charles Town. ’Allegheny’ Johnson’s division conducted a night flanking march and before daylight of the 15th cut off Milroy’s retreat jus"
VA108,Manassas Gap,Wapping Heights,VA,7/23/1863,7/23/1863,Gettysburg Campaign,Indecisive,38.914,-78.114,Wikidata Q841131,"After recrossing the Potomac River at Williamsport, Lee’s army withdrew up the Shenandoah Valley. Meade crossed the Potomac River east of the Blue Ridge and followed Lee into Virginia. On July 23, Meade ordered the III Corps, under Maj. Gen. William. H. French to cut off the retreating Confederate columns at Front Royal by forcing passage through Manassas Gap. At first light, French began slowly pushing Walker’s Confederate brigade (Anderson’s division) back into the gap. About 4:30 pm, a strong Union attack drove Walker’s men until they were reinforced by Rodes’s division and artillery. By du"
VA109,Cove Mountain,,VA,5/10/1864,5/10/1864,Crook-Averell Raid on the Virginia & Tennessee,Indecisive,37.043,-81.122,Wikidata Q2888357,"On May 10, Brig. Gen. W.W. Averell’s raiders encountered a brigade under William ’Grumble’ Jones near Cove Mountain. After delaying the Union advance, the Confederates withdrew. The next day, Averell reached the New River Bridge on the Virginia & Tennessee Railroad, which he burned."
VA110,New Market,,VA,5/15/1864,5/15/1864,Lynchburg Campaign,Confederate Victory,38.661944444,-78.670555555,Wikidata Q2237043,"In conjunction with his Spring offensive, Lt. Gen. U.S. Grant ordered Maj. Gen. Franz Sigel to move up the Shenandoah Valley along the Valley Pike with 10,000 men to destroy the railroad and canal complex at Lynchburg. At New Market on the 15th, Sigel was attacked by a makeshift Confederate army of about 4,100 men commanded by Maj. Gen. John C. Breckinridge. At a crucial point, a key Union battery was withdrawn from the line to replenish its ammunition, leaving a weakness that Breckinridge was quick to exploit. He ordered his entire force forward, and Sigel’s stubborn defense collapsed. Threat"
VA111,Piedmont,,VA,6/5/1864,6/5/1864,Lynchburg Campaign,Union Victory,38.2142,-78.8994,Wikidata Q4872035,"After replacing Sigel in command of Union forces in the Shenandoah Valley, Maj. Gen. David ’Black Dave’ Hunter renewed the Union offensive. On June 5, Hunter engaged the Confederate army under ’Grumble’ Jones north of Piedmont. After severe fighting, a flanking movement made by Thoburn’s brigade turned Jones’s right flank. While trying to stem the retreat of his soldiers, Jones was killed. The retreat became a rout. More than 1,000 Confederates, including 60 officers, were captured. Jones lost three guns. Hunter occupied Staunton on June 6 and, after a pause to await the arrival of Brig. Gen. "
VA113,Staunton River Bridge,"Blacks and Whites, Old Men and Young Boys",VA,6/25/1864,6/25/1864,Richmand-Petersburg Campaign,Confederate Victory,36.8857,-78.7044,Wikidata Q4872435,"On June 22, the cavalry divisions of Brig. Gen. James Wilson and Brig. Gen. August Kautz were dispatched from the Petersburg lines to disrupt Confederate rail communications. Riding via Dinwiddie Court House, the raiders cut the South Side Railroad near Ford’s Station that evening, destroying tracks, railroad buildings, and two supply trains. On June 23, Wilson proceeded to the junction of the Richmond & Danville Railroad at Burke Station, where he encountered elements of William H.F. Lee’s cavalry between Nottoway Court House and Blacks and Whites (modern-day Blackstone). Wilson followed Kaut"
VA114,Cool Spring,"Island Ford, Parkers Ford, Snickers Ferry, Castleman's Ferry",VA,7/17/1864,7/18/1864,Early's Raid and Operations Against B&O RR,Confederate Victory,36.8340367,-77.8258275,"OpenStreetMap: Cool Spring, Brunswick County, Virginia, 23843, United States","A Union column, consisting of the VI Corps and elements of the XIX Corps under Maj. Gen. Horatio Wright, pursued Early’s army as it withdrew from the environs of Washington, D.C. Wright’s force was joined by elements of Crook’s command, which had accompanied Hunter during his retreat through West Virginia. On July 17, the Union cavalry passed through Snickers Gap and attempted to force passage of the Shenandoah River at Snickers Ford (Castleman’s Ferry). On the morning of July 18, the vanguard of the Union infantry moved through Snickers Gap. Col. Joseph Thoburn (of Crook’s command) led his di"
VA115,Rutherford's Farm,,VA,7/20/1864,7/20/1864,Early’s Raid and Operations against the B&O Railro,Union Victory,39.21933333,-78.13333333,Wikidata Q4872220,"On July 20, Brig. Gen. W.W. Averell’s Union division attacked Maj. Gen. S.D. Ramseur’s Confederate division at Rutherford’s and Carter’s farms. This sudden assault came in on the flank of Hoke’s brigade as it was deploying, throwing it into a panic. Ramseur retreated toward Winchester in confusion. Averell captured four pieces of artillery and nearly 300 men. With this defeat, Early withdrew his army south to a defensive position at Fisher’s Hill."
VA116,Kernstown II,,VA,7/24/1864,7/24/1864,Early's Raid and Operations Against B&O RR,Confederate Victory,39.13951,-78.1953,Wikidata Q4128034,"Believing that Early’s army was no longer a threat in the Valley, Maj. Gen. Horatio Wright abandoned his pursuit and ordered the VI and XIX Corps to return to Washington, where they were to be sent to Grant’s ’army group’ before Petersburg. Wright left Brig. Gen. George Crook with three divisions and some cavalry to hold Winchester. Under orders to prevent reinforcements from being sent to Grant, Early marched north on July 24 against Crook. After an hour of stubborn resistance at Pritchard’s Hill, the Federal line collapsed and Crook’s divisions streamed back in disarray through the streets o"
VA117,Guard Hill,"Front Royal, Cedarville",VA,8/16/1864,8/16/1864,Sheridan's Valley Campaign,Indecisive,38.95305556,-78.20013889,Wikidata Q4871157,"Kershaw’s infantry division and Fitzhugh Lee’s cavalry, under overall command of Lt. Gen. Richard Anderson (Army of Northern Virginia, I Corps) were sent from Petersburg to reinforce Early’s army in the Valley. At Front Royal on the August 16, Union cavalry of Brig. Gen. Wesley Merritt’s division surprised the Confederate columns in mid-stream of the Shenandoah River, capturing about 300. The Confederates rallied and advanced, gradually driving the two Union brigades back to Cedarville. After dark, Merritt withdrew to Ninevah."
VA118,Berryville,,VA,9/3/1864,9/4/1864,Sheridan's Valley Campaign,Indecisive,39.16208333,-77.99755556,Wikidata Q4870473,"Maj. Gen. Philip Sheridan’s divisions marched south from Halltown, reaching Berryville on September 3. Happening upon elements of Brig. Gen. George Crook’s corps going into camp, Maj. Gen. R.H. Anderson’s (Kershaw’s) division attacked with limited results. During the night, Early brought up his entire army but by daylight found Sheridan’s position too strongly entrenched to assault. General Early withdrew after dark behind Opequon Creek."
VA119,Opequon,Third Winchester,VA,9/19/1864,9/19/1864,Sheridan's Valley Campaign,Union Victory,39.1956,-78.1325,Wikidata Q1626179,"After Kershaw’s division left Winchester to rejoin Lee’s army at Petersburg, Lt. Gen. Jubal A. Early renewed his raids on the B&O Railroad at Martinsburg, badly dispersing his four remaining infantry divisions. On September 19, Sheridan advanced toward Winchester along the Berryville Pike with the VI and XIX Corps, crossing Opequon Creek. The Union advance was delayed long enough for Early to concentrate his forces to meet the main assault, which continued for several hours. Casualties were very heavy. The Confederate line was gradually driven back toward the town. Mid-afternoon, Crook’s (VIII"
